tick,source,target,amount
3,0,1,1
3,0,2,1
3,0,3,1
7,0,1,1
7,0,2,1
7,0,3,1
11,0,1,1
11,0,2,1
11,0,3,1
15,0,1,1
15,0,2,1
15,0,3,1
19,0,1,1
19,0,2,1
19,0,3,1
23,0,1,1
23,0,2,1
23,0,3,1
27,0,1,1
27,0,2,1
27,0,3,1
