tick,place,kind,value
1,16,2,1
1,17,1,4
1,17,2,1
1,18,1,4
1,18,2,1
1,19,1,3
1,19,2,1
1,20,1,2
1,20,2,1
1,21,1,2
1,21,2,1
1,22,1,2
1,22,2,1
1,23,1,2
1,23,2,1
1,24,1,2
1,24,2,1
1,25,1,3
1,25,2,1
1,26,1,4
1,26,2,1
1,27,1,4
1,27,2,1
1,28,1,3
1,28,2,1
1,29,1,2
1,29,2,1
1,30,1,1
1,30,2,1
1,31,1,1
1,31,2,1
1,32,1,1
1,32,2,1
1,33,1,2
1,33,2,1
1,34,1,3
1,34,2,1
1,35,1,4
1,35,2,1
1,36,1,4
1,36,2,1
1,37,1,3
1,37,2,1
1,38,1,2
1,38,2,1
1,39,1,1
1,39,2,1
1,40,1,0
1,40,2,1
1,41,1,1
1,41,2,1
1,42,1,2
1,42,2,1
1,43,1,3
1,43,2,1
1,44,1,4
1,44,2,1
1,45,1,4
1,45,2,1
1,46,1,3
1,46,2,1
1,47,1,2
1,47,2,1
1,48,1,1
1,48,2,1
1,49,1,1
1,49,2,1
1,50,1,1
1,50,2,1
1,51,1,2
1,51,2,1
1,52,1,3
1,52,2,1
1,53,1,4
1,53,2,1
1,54,1,4
1,54,2,1
1,55,1,3
1,55,2,1
1,56,1,2
1,56,2,1
1,57,1,2
1,57,2,1
1,58,1,2
1,58,2,1
1,59,1,2
1,59,2,1
1,60,1,2
1,60,2,1
1,61,1,3
1,61,2,1
1,62,1,4
1,62,2,1
1,63,1,4
1,63,2,1
1,64,1,3
1,64,2,1
1,65,1,3
1,65,2,1
1,66,1,3
1,66,2,1
1,67,1,3
1,67,2,1
1,68,1,3
1,68,2,1
1,69,1,3
1,69,2,1
1,70,1,3
1,70,2,1
1,71,1,4
1,71,2,1
1,72,1,4
1,72,2,1
1,73,1,4
1,73,2,1
1,74,1,4
1,74,2,1
1,75,1,4
1,75,2,1
1,76,1,4
1,76,2,1
1,77,1,4
1,77,2,1
1,78,1,4
1,78,2,1
1,79,1,4
1,79,2,1
1,80,1,4
1,80,2,1
2,0,1,4
2,0,2,2
2,1,1,4
2,1,2,2
2,2,1,4
2,2,2,2
2,3,1,4
2,3,2,2
2,4,1,4
2,4,2,2
2,5,1,4
2,5,2,2
2,6,1,4
2,6,2,2
2,7,1,4
2,7,2,2
2,8,1,4
2,8,2,2
2,9,1,4
2,9,2,2
2,10,1,3
2,10,2,2
2,11,1,3
2,11,2,2
2,12,1,3
2,12,2,2
2,13,1,3
2,13,2,2
2,14,1,3
2,14,2,2
2,15,1,3
2,15,2,2
2,16,1,3
2,16,2,2
2,17,1,4
2,17,2,2
2,18,1,4
2,18,2,2
2,19,1,3
2,19,2,2
2,20,1,2
2,20,2,2
2,21,1,2
2,21,2,2
2,22,1,2
2,22,2,2
2,23,1,2
2,23,2,2
2,24,1,2
2,24,2,2
2,25,1,3
2,25,2,2
2,26,1,4
2,26,2,2
2,27,1,4
2,27,2,2
2,28,1,3
2,28,2,2
2,29,1,2
2,29,2,2
2,30,1,1
2,30,2,2
2,31,1,1
2,31,2,2
2,32,1,1
2,32,2,2
2,33,1,2
2,33,2,2
2,34,1,3
2,34,2,2
2,35,1,4
2,35,2,2
2,36,1,4
2,36,2,2
2,37,1,3
2,37,2,2
2,38,1,2
2,38,2,2
2,39,1,1
2,39,2,2
2,40,1,0
2,40,2,2
2,41,1,1
2,41,2,2
2,42,1,2
2,42,2,2
2,43,1,3
2,43,2,2
2,44,1,4
2,44,2,2
2,45,1,4
2,45,2,2
2,46,1,3
2,46,2,2
2,47,1,2
2,47,2,2
2,48,1,1
2,48,2,2
2,49,1,1
2,49,2,2
2,50,1,1
2,50,2,2
2,51,1,2
2,51,2,2
2,52,1,3
2,52,2,2
2,53,1,4
2,53,2,2
2,54,1,4
2,54,2,2
2,55,1,3
2,55,2,2
2,56,1,2
2,56,2,2
2,57,1,2
2,57,2,2
2,58,1,2
2,58,2,2
2,59,1,2
2,59,2,2
2,60,1,2
2,60,2,2
2,61,1,3
2,61,2,2
2,62,1,4
2,62,2,2
2,63,1,4
2,63,2,2
2,64,1,3
2,64,2,2
2,65,1,3
2,65,2,2
2,66,1,3
2,66,2,2
2,67,1,3
2,67,2,2
2,68,1,3
2,68,2,2
2,69,1,3
2,69,2,2
2,70,1,3
2,70,2,2
2,71,1,4
2,71,2,2
2,72,1,4
2,72,2,2
2,73,1,4
2,73,2,2
2,74,1,4
2,74,2,2
2,75,1,4
2,75,2,2
2,76,1,4
2,76,2,2
2,77,1,4
2,77,2,2
2,78,1,4
2,78,2,2
2,79,1,4
2,79,2,2
2,80,1,4
2,80,2,2
3,0,1,4
3,0,2,3
3,1,1,4
3,1,2,3
3,2,1,4
3,2,2,3
3,3,1,4
3,3,2,3
3,4,1,4
3,4,2,3
3,5,1,4
3,5,2,3
3,6,1,4
3,6,2,3
3,7,1,4
3,7,2,3
3,8,1,4
3,8,2,3
3,9,1,4
3,9,2,3
3,10,1,3
3,10,2,3
3,11,1,3
3,11,2,3
3,12,1,3
3,12,2,3
3,13,1,3
3,13,2,3
3,14,1,3
3,14,2,3
3,15,1,3
3,15,2,3
3,16,1,3
3,16,2,3
3,17,1,4
3,17,2,3
3,18,1,4
3,18,2,3
3,19,1,3
3,19,2,3
3,20,1,2
3,20,2,3
3,21,1,2
3,21,2,3
3,22,1,2
3,22,2,3
3,23,1,2
3,23,2,3
3,24,1,2
3,24,2,3
3,25,1,3
3,25,2,3
3,26,1,4
3,26,2,3
3,27,1,4
3,27,2,3
3,28,1,3
3,28,2,3
3,29,1,2
3,29,2,3
3,30,1,1
3,30,2,3
3,31,1,1
3,31,2,3
3,32,1,1
3,32,2,3
3,33,1,2
3,33,2,3
3,34,1,3
3,34,2,3
3,35,1,4
3,35,2,3
3,36,1,4
3,36,2,3
3,37,1,3
3,37,2,3
3,38,1,2
3,38,2,3
3,39,1,1
3,39,2,3
3,40,1,0
3,40,2,3
3,41,1,1
3,41,2,3
3,42,1,2
3,42,2,3
3,43,1,3
3,43,2,3
3,44,1,4
3,44,2,3
3,45,1,4
3,45,2,3
3,46,1,3
3,46,2,3
3,47,1,2
3,47,2,3
3,48,1,1
3,48,2,3
3,49,1,1
3,49,2,3
3,50,1,1
3,50,2,3
3,51,1,2
3,51,2,3
3,52,1,3
3,52,2,3
3,53,1,4
3,53,2,3
3,54,1,4
3,54,2,3
3,55,1,3
3,55,2,3
3,56,1,2
3,56,2,3
3,57,1,2
3,57,2,3
3,58,1,2
3,58,2,3
3,59,1,2
3,59,2,3
3,60,1,2
3,60,2,3
3,61,1,3
3,61,2,3
3,62,1,4
3,62,2,3
3,63,1,4
3,63,2,3
3,64,1,3
3,64,2,3
3,65,1,3
3,65,2,3
3,66,1,3
3,66,2,3
3,67,1,3
3,67,2,3
3,68,1,3
3,68,2,3
3,69,1,3
3,69,2,3
3,70,1,3
3,70,2,3
3,71,1,4
3,71,2,3
3,72,1,4
3,72,2,3
3,73,1,4
3,73,2,3
3,74,1,4
3,74,2,3
3,75,1,4
3,75,2,3
3,76,1,4
3,76,2,3
3,77,1,4
3,77,2,3
3,78,1,4
3,78,2,3
3,79,1,4
3,79,2,3
3,80,1,4
3,80,2,3
4,0,1,4
4,0,2,4
4,1,1,4
4,1,2,4
4,2,1,4
4,2,2,4
4,3,1,4
4,3,2,4
4,4,1,4
4,4,2,4
4,5,1,4
4,5,2,4
4,6,1,4
4,6,2,4
4,7,1,4
4,7,2,4
4,8,1,4
4,8,2,4
4,9,1,4
4,9,2,4
4,10,1,3
4,10,2,4
4,11,1,3
4,11,2,4
4,12,1,3
4,12,2,4
4,13,1,3
4,13,2,4
4,14,1,3
4,14,2,4
4,15,1,3
4,15,2,4
4,16,1,3
4,16,2,4
4,17,1,4
4,17,2,4
4,18,1,4
4,18,2,4
4,19,1,3
4,19,2,4
4,20,1,2
4,20,2,4
4,21,1,2
4,21,2,4
4,22,1,2
4,22,2,4
4,23,1,2
4,23,2,4
4,24,1,2
4,24,2,4
4,25,1,3
4,25,2,4
4,26,1,4
4,26,2,4
4,27,1,4
4,27,2,4
4,28,1,3
4,28,2,4
4,29,1,2
4,29,2,4
4,30,1,1
4,30,2,4
4,31,1,1
4,31,2,4
4,32,1,1
4,32,2,4
4,33,1,2
4,33,2,4
4,34,1,3
4,34,2,4
4,35,1,4
4,35,2,4
4,36,1,4
4,36,2,4
4,37,1,3
4,37,2,4
4,38,1,2
4,38,2,4
4,39,1,1
4,39,2,4
4,40,1,0
4,40,2,4
4,41,1,1
4,41,2,4
4,42,1,2
4,42,2,4
4,43,1,3
4,43,2,4
4,44,1,4
4,44,2,4
4,45,1,4
4,45,2,4
4,46,1,3
4,46,2,4
4,47,1,2
4,47,2,4
4,48,1,1
4,48,2,4
4,49,1,1
4,49,2,4
4,50,1,1
4,50,2,4
4,51,1,2
4,51,2,4
4,52,1,3
4,52,2,4
4,53,1,4
4,53,2,4
4,54,1,4
4,54,2,4
4,55,1,3
4,55,2,4
4,56,1,2
4,56,2,4
4,57,1,2
4,57,2,4
4,58,1,2
4,58,2,4
4,59,1,2
4,59,2,4
4,60,1,2
4,60,2,4
4,61,1,3
4,61,2,4
4,62,1,4
4,62,2,4
4,63,1,4
4,63,2,4
4,64,1,3
4,64,2,4
4,65,1,3
4,65,2,4
4,66,1,3
4,66,2,4
4,67,1,3
4,67,2,4
4,68,1,3
4,68,2,4
4,69,1,3
4,69,2,4
4,70,1,3
4,70,2,4
4,71,1,4
4,71,2,4
4,72,1,4
4,72,2,4
4,73,1,4
4,73,2,4
4,74,1,4
4,74,2,4
4,75,1,4
4,75,2,4
4,76,1,4
4,76,2,4
4,77,1,4
4,77,2,4
4,78,1,4
4,78,2,4
4,79,1,4
4,79,2,4
4,80,1,4
4,80,2,4
5,0,1,4
5,0,2,5
5,1,1,4
5,1,2,5
5,2,1,4
5,2,2,5
5,3,1,4
5,3,2,5
5,4,1,4
5,4,2,5
5,5,1,4
5,5,2,5
5,6,1,4
5,6,2,5
5,7,1,4
5,7,2,5
5,8,1,4
5,8,2,5
5,9,1,4
5,9,2,5
5,10,1,3
5,10,2,5
5,11,1,3
5,11,2,5
5,12,1,3
5,12,2,5
5,13,1,3
5,13,2,5
5,14,1,3
5,14,2,5
5,15,1,3
5,15,2,5
5,16,1,3
5,16,2,5
5,17,1,4
5,17,2,5
5,18,1,4
5,18,2,5
5,19,1,3
5,19,2,5
5,20,1,2
5,20,2,5
5,21,1,2
5,21,2,5
5,22,1,2
5,22,2,5
5,23,1,2
5,23,2,5
5,24,1,2
5,24,2,5
5,25,1,3
5,25,2,5
5,26,1,4
5,26,2,5
5,27,1,4
5,27,2,5
5,28,1,3
5,28,2,5
5,29,1,2
5,29,2,5
5,30,1,1
5,30,2,5
5,31,1,1
5,31,2,5
5,32,1,1
5,32,2,5
5,33,1,2
5,33,2,5
5,34,1,3
5,34,2,5
5,35,1,4
5,35,2,5
5,36,1,4
5,36,2,5
5,37,1,3
5,37,2,5
5,38,1,2
5,38,2,5
5,39,1,1
5,39,2,5
5,40,1,0
5,40,2,5
5,41,1,1
5,41,2,5
5,42,1,2
5,42,2,5
5,43,1,3
5,43,2,5
5,44,1,4
5,44,2,5
5,45,1,4
5,45,2,5
5,46,1,3
5,46,2,5
5,47,1,2
5,47,2,5
5,48,1,1
5,48,2,5
5,49,1,1
5,49,2,5
5,50,1,1
5,50,2,5
5,51,1,2
5,51,2,5
5,52,1,3
5,52,2,5
5,53,1,4
5,53,2,5
5,54,1,4
5,54,2,5
5,55,1,3
5,55,2,5
5,56,1,2
5,56,2,5
5,57,1,2
5,57,2,5
5,58,1,2
5,58,2,5
5,59,1,2
5,59,2,5
5,60,1,2
5,60,2,5
5,61,1,3
5,61,2,5
5,62,1,4
5,62,2,5
5,63,1,4
5,63,2,5
5,64,1,3
5,64,2,5
5,65,1,3
5,65,2,5
5,66,1,3
5,66,2,5
5,67,1,3
5,67,2,5
5,68,1,3
5,68,2,5
5,69,1,3
5,69,2,5
5,70,1,3
5,70,2,5
5,71,1,4
5,71,2,5
5,72,1,4
5,72,2,5
5,73,1,4
5,73,2,5
5,74,1,4
5,74,2,5
5,75,1,4
5,75,2,5
5,76,1,4
5,76,2,5
5,77,1,4
5,77,2,5
5,78,1,4
5,78,2,5
5,79,1,4
5,79,2,5
5,80,1,4
5,80,2,5
6,0,1,4
6,0,2,6
6,1,1,4
6,1,2,6
6,2,1,4
6,2,2,6
6,3,1,4
6,3,2,6
6,4,1,4
6,4,2,6
6,5,1,4
6,5,2,6
6,6,1,4
6,6,2,6
6,7,1,4
6,7,2,6
6,8,1,4
6,8,2,6
6,9,1,4
6,9,2,6
6,10,1,3
6,10,2,6
6,11,1,3
6,11,2,6
6,12,1,3
6,12,2,6
6,13,1,3
6,13,2,6
6,14,1,3
6,14,2,6
6,15,1,3
6,15,2,6
6,16,1,3
6,16,2,6
6,17,1,4
6,17,2,6
6,18,1,4
6,18,2,6
6,19,1,3
6,19,2,6
6,20,1,2
6,20,2,6
6,21,1,2
6,21,2,6
6,22,1,2
6,22,2,6
6,23,1,2
6,23,2,6
6,24,1,2
6,24,2,6
6,25,1,3
6,25,2,6
6,26,1,4
6,26,2,6
6,27,1,4
6,27,2,6
6,28,1,3
6,28,2,6
6,29,1,2
6,29,2,6
6,30,1,1
6,30,2,6
6,31,1,1
6,31,2,6
6,32,1,1
6,32,2,6
6,33,1,2
6,33,2,6
6,34,1,3
6,34,2,6
6,35,1,4
6,35,2,6
6,36,1,4
6,36,2,6
6,37,1,3
6,37,2,6
6,38,1,2
6,38,2,6
6,39,1,1
6,39,2,6
6,40,1,0
6,40,2,6
6,41,1,1
6,41,2,6
6,42,1,2
6,42,2,6
6,43,1,3
6,43,2,6
6,44,1,4
6,44,2,6
6,45,1,4
6,45,2,6
6,46,1,3
6,46,2,6
6,47,1,2
6,47,2,6
6,48,1,1
6,48,2,6
6,49,1,1
6,49,2,6
6,50,1,1
6,50,2,6
6,51,1,2
6,51,2,6
6,52,1,3
6,52,2,6
6,53,1,4
6,53,2,6
6,54,1,4
6,54,2,6
6,55,1,3
6,55,2,6
6,56,1,2
6,56,2,6
6,57,1,2
6,57,2,6
6,58,1,2
6,58,2,6
6,59,1,2
6,59,2,6
6,60,1,2
6,60,2,6
6,61,1,3
6,61,2,6
6,62,1,4
6,62,2,6
6,63,1,4
6,63,2,6
6,64,1,3
6,64,2,6
6,65,1,3
6,65,2,6
6,66,1,3
6,66,2,6
6,67,1,3
6,67,2,6
6,68,1,3
6,68,2,6
6,69,1,3
6,69,2,6
6,70,1,3
6,70,2,6
6,71,1,4
6,71,2,6
6,72,1,4
6,72,2,6
6,73,1,4
6,73,2,6
6,74,1,4
6,74,2,6
6,75,1,4
6,75,2,6
6,76,1,4
6,76,2,6
6,77,1,4
6,77,2,6
6,78,1,4
6,78,2,6
6,79,1,4
6,79,2,6
6,80,1,4
6,80,2,6
7,0,1,4
7,0,2,7
7,1,1,4
7,1,2,7
7,2,1,4
7,2,2,7
7,3,1,4
7,3,2,7
7,4,1,4
7,4,2,7
7,5,1,4
7,5,2,7
7,6,1,4
7,6,2,7
7,7,1,4
7,7,2,7
7,8,1,4
7,8,2,7
7,9,1,4
7,9,2,7
7,10,1,3
7,10,2,7
7,11,1,3
7,11,2,7
7,12,1,3
7,12,2,7
7,13,1,3
7,13,2,7
7,14,1,3
7,14,2,7
7,15,1,3
7,15,2,7
7,16,1,3
7,16,2,7
7,17,1,4
7,17,2,7
7,18,1,4
7,18,2,7
7,19,1,3
7,19,2,7
7,20,1,2
7,20,2,7
7,21,1,2
7,21,2,7
7,22,1,2
7,22,2,7
7,23,1,2
7,23,2,7
7,24,1,2
7,24,2,7
7,25,1,3
7,25,2,7
7,26,1,4
7,26,2,7
7,27,1,4
7,27,2,7
7,28,1,3
7,28,2,7
7,29,1,2
7,29,2,7
7,30,1,1
7,30,2,7
7,31,1,1
7,31,2,7
7,32,1,1
7,32,2,7
7,33,1,2
7,33,2,7
7,34,1,3
7,34,2,7
7,35,1,4
7,35,2,7
7,36,1,4
7,36,2,7
7,37,1,3
7,37,2,7
7,38,1,2
7,38,2,7
7,39,1,1
7,39,2,7
7,40,1,0
7,40,2,7
7,41,1,1
7,41,2,7
7,42,1,2
7,42,2,7
7,43,1,3
7,43,2,7
7,44,1,4
7,44,2,7
7,45,1,4
7,45,2,7
7,46,1,3
7,46,2,7
7,47,1,2
7,47,2,7
7,48,1,1
7,48,2,7
7,49,1,1
7,49,2,7
7,50,1,1
7,50,2,7
7,51,1,2
7,51,2,7
7,52,1,3
7,52,2,7
7,53,1,4
7,53,2,7
7,54,1,4
7,54,2,7
7,55,1,3
7,55,2,7
7,56,1,2
7,56,2,7
7,57,1,2
7,57,2,7
7,58,1,2
7,58,2,7
7,59,1,2
7,59,2,7
7,60,1,2
7,60,2,7
7,61,1,3
7,61,2,7
7,62,1,4
7,62,2,7
7,63,1,4
7,63,2,7
7,64,1,3
7,64,2,7
7,65,1,3
7,65,2,7
7,66,1,3
7,66,2,7
7,67,1,3
7,67,2,7
7,68,1,3
7,68,2,7
7,69,1,3
7,69,2,7
7,70,1,3
7,70,2,7
7,71,1,4
7,71,2,7
7,72,1,4
7,72,2,7
7,73,1,4
7,73,2,7
7,74,1,4
7,74,2,7
7,75,1,4
7,75,2,7
7,76,1,4
7,76,2,7
7,77,1,4
7,77,2,7
7,78,1,4
7,78,2,7
7,79,1,4
7,79,2,7
7,80,1,4
7,80,2,7
8,0,1,4
8,0,2,8
8,1,1,4
8,1,2,8
8,2,1,4
8,2,2,8
8,3,1,4
8,3,2,8
8,4,1,4
8,4,2,8
8,5,1,4
8,5,2,8
8,6,1,4
8,6,2,8
8,7,1,4
8,7,2,8
8,8,1,4
8,8,2,8
8,9,1,4
8,9,2,8
8,10,1,3
8,10,2,8
8,11,1,3
8,11,2,8
8,12,1,3
8,12,2,8
8,13,1,3
8,13,2,8
8,14,1,3
8,14,2,8
8,15,1,3
8,15,2,8
8,16,1,3
8,16,2,8
8,17,1,4
8,17,2,8
8,18,1,4
8,18,2,8
8,19,1,3
8,19,2,8
8,20,1,2
8,20,2,8
8,21,1,2
8,21,2,8
8,22,1,2
8,22,2,8
8,23,1,2
8,23,2,8
8,24,1,2
8,24,2,8
8,25,1,3
8,25,2,8
8,26,1,4
8,26,2,8
8,27,1,4
8,27,2,8
8,28,1,3
8,28,2,8
8,29,1,2
8,29,2,8
8,30,1,1
8,30,2,8
8,31,1,1
8,31,2,8
8,32,1,1
8,32,2,8
8,33,1,2
8,33,2,8
8,34,1,3
8,34,2,8
8,35,1,4
8,35,2,8
8,36,1,4
8,36,2,8
8,37,1,3
8,37,2,8
8,38,1,2
8,38,2,8
8,39,1,1
8,39,2,8
8,40,1,0
8,40,2,8
8,41,1,1
8,41,2,8
8,42,1,2
8,42,2,8
8,43,1,3
8,43,2,8
8,44,1,4
8,44,2,8
8,45,1,4
8,45,2,8
8,46,1,3
8,46,2,8
8,47,1,2
8,47,2,8
8,48,1,1
8,48,2,8
8,49,1,1
8,49,2,8
8,50,1,1
8,50,2,8
8,51,1,2
8,51,2,8
8,52,1,3
8,52,2,8
8,53,1,4
8,53,2,8
8,54,1,4
8,54,2,8
8,55,1,3
8,55,2,8
8,56,1,2
8,56,2,8
8,57,1,2
8,57,2,8
8,58,1,2
8,58,2,8
8,59,1,2
8,59,2,8
8,60,1,2
8,60,2,8
8,61,1,3
8,61,2,8
8,62,1,4
8,62,2,8
8,63,1,4
8,63,2,8
8,64,1,3
8,64,2,8
8,65,1,3
8,65,2,8
8,66,1,3
8,66,2,8
8,67,1,3
8,67,2,8
8,68,1,3
8,68,2,8
8,69,1,3
8,69,2,8
8,70,1,3
8,70,2,8
8,71,1,4
8,71,2,8
8,72,1,4
8,72,2,8
8,73,1,4
8,73,2,8
8,74,1,4
8,74,2,8
8,75,1,4
8,75,2,8
8,76,1,4
8,76,2,8
8,77,1,4
8,77,2,8
8,78,1,4
8,78,2,8
8,79,1,4
8,79,2,8
8,80,1,4
8,80,2,8
9,0,1,4
9,0,2,9
9,1,1,4
9,1,2,9
9,2,1,4
9,2,2,9
9,3,1,4
9,3,2,9
9,4,1,4
9,4,2,9
9,5,1,4
9,5,2,9
9,6,1,4
9,6,2,9
9,7,1,4
9,7,2,9
9,8,1,4
9,8,2,9
9,9,1,4
9,9,2,9
9,10,1,3
9,10,2,9
9,11,1,3
9,11,2,9
9,12,1,3
9,12,2,9
9,13,1,3
9,13,2,9
9,14,1,3
9,14,2,9
9,15,1,3
9,15,2,9
9,16,1,3
9,16,2,9
9,17,1,4
9,17,2,9
9,18,1,4
9,18,2,9
9,19,1,3
9,19,2,9
9,20,1,2
9,20,2,9
9,21,1,2
9,21,2,9
9,22,1,2
9,22,2,9
9,23,1,2
9,23,2,9
9,24,1,2
9,24,2,9
9,25,1,3
9,25,2,9
9,26,1,4
9,26,2,9
9,27,1,4
9,27,2,9
9,28,1,3
9,28,2,9
9,29,1,2
9,29,2,9
9,30,1,1
9,30,2,9
9,31,1,1
9,31,2,9
9,32,1,1
9,32,2,9
9,33,1,2
9,33,2,9
9,34,1,3
9,34,2,9
9,35,1,4
9,35,2,9
9,36,1,4
9,36,2,9
9,37,1,3
9,37,2,9
9,38,1,2
9,38,2,9
9,39,1,1
9,39,2,9
9,40,1,0
9,40,2,9
9,41,1,1
9,41,2,9
9,42,1,2
9,42,2,9
9,43,1,3
9,43,2,9
9,44,1,4
9,44,2,9
9,45,1,4
9,45,2,9
9,46,1,3
9,46,2,9
9,47,1,2
9,47,2,9
9,48,1,1
9,48,2,9
9,49,1,1
9,49,2,9
9,50,1,1
9,50,2,9
9,51,1,2
9,51,2,9
9,52,1,3
9,52,2,9
9,53,1,4
9,53,2,9
9,54,1,4
9,54,2,9
9,55,1,3
9,55,2,9
9,56,1,2
9,56,2,9
9,57,1,2
9,57,2,9
9,58,1,2
9,58,2,9
9,59,1,2
9,59,2,9
9,60,1,2
9,60,2,9
9,61,1,3
9,61,2,9
9,62,1,4
9,62,2,9
9,63,1,4
9,63,2,9
9,64,1,3
9,64,2,9
9,65,1,3
9,65,2,9
9,66,1,3
9,66,2,9
9,67,1,3
9,67,2,9
9,68,1,3
9,68,2,9
9,69,1,3
9,69,2,9
9,70,1,3
9,70,2,9
9,71,1,4
9,71,2,9
9,72,1,4
9,72,2,9
9,73,1,4
9,73,2,9
9,74,1,4
9,74,2,9
9,75,1,4
9,75,2,9
9,76,1,4
9,76,2,9
9,77,1,4
9,77,2,9
9,78,1,4
9,78,2,9
9,79,1,4
9,79,2,9
9,80,1,4
9,80,2,9
10,0,1,4
10,0,2,10
10,1,1,4
10,1,2,10
10,2,1,4
10,2,2,10
10,3,1,4
10,3,2,10
10,4,1,4
10,4,2,10
10,5,1,4
10,5,2,10
10,6,1,4
10,6,2,10
10,7,1,4
10,7,2,10
10,8,1,4
10,8,2,10
10,9,1,4
10,9,2,10
10,10,1,3
10,10,2,10
10,11,1,3
10,11,2,10
10,12,1,3
10,12,2,10
10,13,1,3
10,13,2,10
10,14,1,3
10,14,2,10
10,15,1,3
10,15,2,10
10,16,1,3
10,16,2,10
10,17,1,4
10,17,2,10
10,18,1,4
10,18,2,10
10,19,1,3
10,19,2,10
10,20,1,2
10,20,2,10
10,21,1,2
10,21,2,10
10,22,1,2
10,22,2,10
10,23,1,2
10,23,2,10
10,24,1,2
10,24,2,10
10,25,1,3
10,25,2,10
10,26,1,4
10,26,2,10
10,27,1,4
10,27,2,10
10,28,1,3
10,28,2,10
10,29,1,2
10,29,2,10
10,30,1,1
10,30,2,10
10,31,1,1
10,31,2,10
10,32,1,1
10,32,2,10
10,33,1,2
10,33,2,10
10,34,1,3
10,34,2,10
10,35,1,4
10,35,2,10
10,36,1,4
10,36,2,10
10,37,1,3
10,37,2,10
10,38,1,2
10,38,2,10
10,39,1,1
10,39,2,10
10,40,1,0
10,40,2,10
10,41,1,1
10,41,2,10
10,42,1,2
10,42,2,10
10,43,1,3
10,43,2,10
10,44,1,4
10,44,2,10
10,45,1,4
10,45,2,10
10,46,1,3
10,46,2,10
10,47,1,2
10,47,2,10
10,48,1,1
10,48,2,10
10,49,1,1
10,49,2,10
10,50,1,1
10,50,2,10
10,51,1,2
10,51,2,10
10,52,1,3
10,52,2,10
10,53,1,4
10,53,2,10
10,54,1,4
10,54,2,10
10,55,1,3
10,55,2,10
10,56,1,2
10,56,2,10
10,57,1,2
10,57,2,10
10,58,1,2
10,58,2,10
10,59,1,2
10,59,2,10
10,60,1,2
10,60,2,10
10,61,1,3
10,61,2,10
10,62,1,4
10,62,2,10
10,63,1,4
